timestamp,user_ref,scan_ref,image_url,status_code,response_ms,merchant_name,total,fraud_score,needs_rescan,profile_matched,screen_photo_warning,gemini_error,rate_limited,error_detail
2026-04-02T13:43:00.883485,stress-ef314925,scan-8192de58,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,138627,Mado JYC,22.4,10,False,True,True,False,False,
2026-04-02T13:43:01.895115,stress-11d0cb7e,scan-da0f205b,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,137680,MADO JYC,22.4,15,False,True,True,False,False,
2026-04-02T13:43:04.921166,stress-186cfbd4,scan-e5d42e09,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,134671,Mado JYC,22.4,10,False,True,True,False,False,
2026-04-02T13:43:03.908386,stress-85e5394f,scan-885a74e6,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,135686,MADO JYC - Mado JYC,22.4,90,False,True,True,False,False,
2026-04-02T13:44:58.973648,stress-c64e545f,scan-f1c879f4,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,114416,Mado JYC,22.4,90,False,True,True,False,False,
2026-04-02T13:45:21.728787,stress-9f18c7f7,scan-d73b32d1,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,113857,MADO JYC - Mado JYC,22.4,80,False,True,True,False,False,
2026-04-02T13:45:21.579868,stress-939662a5,scan-2a58202f,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,114046,MADO Mado JYC,22.4,90,False,True,True,False,False,
2026-04-02T13:45:22.292094,stress-0abd8fc2,scan-1c41687b,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,113336,MADO JYC,22.4,90,False,True,True,False,False,
2026-04-02T13:45:22.416549,stress-dd4024ec,scan-9881a6df,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,113212,Mado JYC,22.4,35,False,True,True,False,False,
2026-04-02T13:53:33.789522,stress-0c4cc142,scan-1c6b0c2d,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,79455,MADO JYC - Mado JYC,22.4,85,False,True,True,False,False,
2026-04-02T13:53:34.791844,stress-a9c44d26,scan-6f0d4e41,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,100026,Mado JYC,22.4,85,False,True,True,False,False,
2026-04-02T13:53:32.775997,stress-34808f2f,scan-e379df32,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,127326,Mado JYC,22.4,80,False,True,True,False,False,
2026-04-02T13:54:55.919595,stress-0429884a,scan-ff12f1b9,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,66045,MADO,22.4,80,False,True,True,False,False,
2026-04-02T13:55:17.388515,stress-40423e05,scan-0d070310,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,65445,MADO JYC - Mado JYC,22.4,30,False,True,True,False,False,
2026-04-02T13:58:07.022524,stress-c48dc70e,scan-7bc3099c,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,99574,MADO JYC - Mado JYC,22.4,15,False,True,True,False,False,
2026-04-02T13:58:06.010059,stress-3def8fa6,scan-da032632,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,101605,MADO JYC - Mado JYC,22.4,10,False,True,True,False,False,
2026-04-02T13:58:03.990714,stress-f5e6a1be,scan-5a6c2743,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,153919,MADO JYC - Mado JYC,22.4,15,False,True,True,False,False,
2026-04-02T13:58:08.024426,stress-9beb3498,scan-8de038fe,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,149900,MADO,22.4,65,False,True,True,False,False,
2026-04-02T13:58:05.000647,stress-80c606f0,scan-198fe831,https://invoicescannerstorage.blob.core.windows.net/invoicefiles/2026/04/9f5b65f3-a693-4491-b224-4e17d4030114_invoice_825603_fd914d48-29e2-4438-9917-0096311c84ad.jpg?se=2026-05-01T21%3A19%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=5FMYCJGpB/TOoR0liqSNkWyfVxSsSabi3qnRQdVEgBI%3D,200,152937,MADO JYC - Mado JYC,22.4,90,False,True,True,False,False,
